brand,model,screen_size (inches),color,harddisk (in GB),cpu,ram (GB),OS,special_features,graphics,graphics_coprocessor,cpu_speed (GHz),rating,price
Lenovo,Lenovo Ideapad,15.60,Abyss Blue,256.00,Core i3-10110U,8.00,Windows 10,,Integrated,Intel UHD Graphics,,4.50,400.00
Toughbook,CF-20 MK1,10.10,,256.00,Core M Family,8.00,Windows 10 Pro,Backlit Keyboard,Integrated,Intel HD Graphics 515,,,863.99
Lenovo,ThinkBook 14 Gen 4,14.00,Mineral Grey,2 TB,Core i7 Family,16.00,Windows 11 Pro,Anti-glare,Integrated,,,,1199.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Dell,XPS 9530 Laptop,15.60,Platinum Silver,1000.00,Core i7,64.00,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 4050,,,2465.99
Dell,Dell Inspiron 15 3525 Laptop,15.60,Black,2 TB,Ryzen 7,64.00,Windows 11 Home,,Integrated,AMD Radeon,,4.10,971.04
Dell,Latitude 5440,14.00,,512.00,Core i7 Family,32.00,Windows 11 Pro,"Anti-glare,Backlit Keyboard",Integrated,intel,,,996.99
MSI,GL66 12UGKV,15.60,Core Black,2 TB,Core I7 11800H,64.00,Windows 11 Pro,"HD Audio, Backlit Keyboard, Numeric Keypad",Dedicated,,,4.80,1808.99
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
hp,HP Stream,11.60,White,32.00,Celeron N4000,4.00,Windows 10 S,Anti Glare Coating,Integrated,,,4.20,194.97
Dell,Latitude 7000,13.30,Carbon Fiber,512.00,Core i7,16.00,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,,1718.99
Dell,Latitude 9000,14.00,,512.00,Core i7,16.00,Windows 11 Pro,"Anti-reflection, Anti-smudge, Corning Gorilla Glass, Anti-glare Screen",Iris Xe Graphics,Intel Iris Xe Graphics,,,2643.99
Dell,Latitude,14.00,Black,512.00,Core i7,16.00,Windows 11 Pro,Information Not Available,Integrated,,,,1482.04
Dell,Alienware m17 Ryzen Edition R5 Laptop,17.30,Dark Side of the Moon,2000.00,AMD Ryzen 7,16.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070 Ti,,5.00,1881.99
ASUS,TAICHI21,11.60,Black and silver,128.00,Core i5-3317U,4.00,Windows 8,,Integrated,Intel HD Graphics 4000,,3.50,462.00
XPG,Xenia 15G,15.60,,,Core i7,32.00,Windows 11 Home,Backlit Keyboard,Dedicated,NVIDIA GeForce RTX,,5.00,1699.99
HP,HP Pavilion i7-1065G7 FHD Touch,15.60,Silver,1000.00,Core i7,12.00,Windows 10,"Backlit Keyboard,Numeric Keypad",Integrated,,,3.40,959.99
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
Dell,KX9W6,13.30,,512.00,Intel Core i7,16.00,Windows 10 Pro,,Integrated,,1.80,5.00,1273.99
Dell,XPS 9720,17.00,Platinum Silver,4 TB,Core i7 Family,64.00,Windows 10 Pro,"Backlit Kb,Fingerprint",Dedicated,,,,3799.00
Lenovo,Lenovo ThinkPad T14 Gen 3,14.00,Thunder Balck,4 TB,Core i7 Family,48.00,Windows 11 Pro,"Fingerprint Reader, HD Audio, TrackPoint, Backlit Keyboard, Anti Glare Coating",Integrated,,,,2179.00
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Dell,,15.60,,2 TB,Core i5,32.00,Windows 11 Home,,Intel UHD Graphics,Intel UHD Graphics,4.20,,620.00
Dell,Latitude 5530 Laptop,15.60,Black,1000.00,Core i7,16.00,Windows 11 Pro,Backlit Keyboard,Integrated,,,,1009.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Dell,XPS 9315 2-in-1,13.00,Platinum Silver,1000.00,Core i7,16.00,Windows 11 Home,,Integrated,Intel Integrated Graphics,,,1561.99
Dell,Alienware X14 Laptop,14.00,Lunar Light,1000.00,Core i7,12.00,Windows 11 Home,,Integrated,NVIDIA GeForce RTX 3060,,,2086.99
Dell,LATITUDE E6540,15.60,Silver,500.00,Core i7,16.00,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,,Integrated,Integrated Graphics,,,268.98
Lenovo,Lenovo IdeaPad 1,14.00,,128 MB,,4.00,Windows,"Anti-glare,Hd Audio",Integrated,Intel UHD Graphics 605,1.10,4.30,310.19
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
Lenovo,Legion 5 Pro,16.00,,512.00,AMD Ryzen 7 5800H,16.00,Windows 11 Home,,Dedicated,AMD Radeon RTX 3070,3.20,,1344.99
Gigabyte,AORUS 17 XE4-73US514SH,17.00,Black,1000.00,Intel Mobile CPU,16.00,Windows 11 Home,,Dedicated,,,4.00,1119.99
Lenovo,ThinkPad P14s Gen 2,14.00,Black,512.00,Ryzen 7,16.00,Windows 11 Pro,Anti-glare Screen,Radeon Graphics,,,,1638.95
Apple,MacBook Pro,13.00,,512.00,Apple M1,16.00,macOS 12 Monterey,,Integrated,,3.00,1.00,1657.99
Dell,Latitude 9000,14.00,Graphite,512.00,Core i7,16.00,Windows 10 Pro,"Corning Gorilla Glass 6, Anti-reflection, Anti-smudge",Iris Xe Graphics,,,,2150.88
Dell,Latitude 3000,14.00,Apollo,256.00,Intel Core i5-1135G7,8.00,Windows 10 Pro,,Iris Xe Graphics,Intel Iris Xe Graphics,,1.70,836.16
Lenovo,,13.30,Silver,256.00,,8.00,Windows 10,,Integrated,Intel HD Graphics 5300,,3.00,724.00
Dell,Latitude 7410 Laptop,14.00,Black,256.00,Core i7,16.00,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,5.00,749.99
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Dell,Latitude,15.60,Silver,512.00,Core i5 Family,32.00,Windows 11 Pro,Backlit Keyboard,Integrated,,,,953.82
Lenovo,Yoga C940-14IIL,14.00,Gray,512.00,Core i7-1065G7,8.00,Windows 10,"Fingerprint Reader,Pen",Integrated,,,4.00,899.00
ASUS,ASUS Rog Strix,15.60,Electro Punk,512.00,Corei7-10750H,8.00,Windows 10,R  Backlit Keyboard,Dedicated,,,5.00,979.00
acer,Chromebook 315 CB315-4H,15.60,Pure Silver,,Celeron,4.00,Chrome OS,,UHD Graphics,Intel UHD Graphics,1.10,4.50,312.99
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Lenovo,Lenovo Slim 3i Chromebook,14.00,,,Intel Atom,4.00,Chrome OS,,Integrated,,,,333.99
HP,17-by4013dx,15.60,,256.00,Athlon Silver 3050U,8.00,Windows 11 Home,,Integrated,AMD Radeon Graphics,,4.50,378.00
Lenovo,Chromebook Flex 5,13.30,Graphite Grey,64.00,Core i3-10110U,4.00,Chrome OS,"Anti-glare,Backlit Keyboard,Narrow Bezels",Integrated,,,5.00,399.00
Dell,Latitude 5320 2-in-1,13.30,Black,512.00,Core i7,16.00,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,3.40,1273.99
Dell,Latitude 5430 Laptop,14.00,Black,1000.00,Core i7,32.00,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,5.00,1227.99
ASUS,ASUS Chromebook C423,14.00,Silver,32.00,Celeron,4.00,Chrome OS,"Anti-glare,Ultra-narrow Bezel",,Intel HD Graphics 500,,4.20,199.00
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
ASUS,P1512CEA-XS51,15.60,,256.00,Core i5 Family,8.00,Windows 11 Pro,,Integrated,,2.40,,619.71
Lenovo,T450,14.00,,256.00,Core i5 5300U,16.00,Windows 10 Home,Speakers,Integrated,Intel HD 5500,,5.00,139.98
Dell,xps 15 7590,15.60,,512.00,Core i7,16.00,Windows 10 Pro,"Anti-glare,Backlit Keyboard,Fingerprint Reader",NVIDIA GeForce GTX 1650 4 ,Dedicated,,3.50,979.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
HP,,15.60,,512.00,,,,,,Intel Iris,,5.00,930.00
Lenovo,ThinkPad T15g Gen 2,15.60,Black,1000.00,Core i9,32.00,Windows 10 Pro,,GeForce RTX 3080,NVIDIA GeForce RTX 3080,,4.50,4119.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Dell,XPS 9320 Laptop,13.40,Silver,512.00,Core i7,16.00,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1273.99
Dell,Precision 3000,15.60,Titan Gray,512.00,Core i7,16.00,Windows 10 Pro,Anti-glare Screen,T550,,,,1723.77
Lenovo,Lenovo Thinkpad,14.00,,256.00,Core i5,8.00,Windows 11,,Integrated,Intel HD Graphics 520,2.40,,653.99
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
HP,ZBook Firefly 16 G9,16.00,,512.00,Core i7,32.00,Windows 11 Pro,Anti-glare Screen,"T500,Iris Xe Graphics",NVIDIA Intel T500 Iris Xe Graphics,,,1973.99
Dell,Precision 7770,17.30,,512.00,Core i7 Family,64.00,Windows 11 Pro,Anti-glare,Dedicated,NVIDIA RTX A4500 16  GDDR6 (4DP),,,3915.99
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Panasonic,Panasonic Toughbook,13.10,silver/black,250.00,Core i5,4.00,Windows 7,Water Proof,Integrated,,,2.70,299.95
acer,Chromebook,15.60,Black,,Celeron 3205U,4.00,Chrome OS,,Integrated,Intel HD Graphics,1.50,3.60,93.99
Dell,i3500-7722BLK-PUS,15.60,Black,512.00,Corei7-10750H,16.00,Windows 10 Home,Anti-glare,NVIDIA GeForce RTX2060,,,4.30,1699.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Dell,Dell Inspiron 16 5625,16.00,Silver,1000.00,AMD Ryzen 7,16.00,Windows 11 Home,,Integrated,AMD Radeon Graphics,,5.00,854.86
MSI,Summit E14Evo A12M-026,14.00,Ink Black,512.00,Core i5,16.00,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,,,941.05
Microsoft,Laptop 4 13 i5/8 /512  ICE BLUE,13.50,Ice Blue,512.00,Intel Core i5,8.00,Windows 10 Home,Dolby,Integrated,,,4.40,865.00
Dell,Latitude 7000,14.00,,512.00,Core i7,32.00,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,,,,2192.13
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
HP,HP EliteBook,14.00,,256.00,Core i5,8.00,Windows 10 Pro,,Integrated,,2.40,,490.77
HP,Dragonfly Folio G3,13.50,,512.00,Core i7,16.00,Windows 11 Pro,"Corning Gorilla Glass 7, Miracast Technology",Iris Xe Graphics,Intel Iris Xe Graphics,,,2333.99
ASUS,G614JV,16.00,Eclipse Gray,2 TB,Core i7,32.00,Windows 11 Pro,Backlit Keyboard,Dedicated,,,,1704.99
ASUS,ASUS VivoBook,14.00,grey,128.00,Core i3,4.00,Windows 10 Home,Active Stylus,Integrated,,,4.40,446.98
Dell,Latitude 3000,14.00,Black,256.00,Core i3,8.00,Windows 11 Pro,Anti-glare Screen,UHD Graphics,,,,784.97
Dell,Precision 5570 Laptop,15.60,Black,512.00,Core i9,64.00,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,2699.00
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
HP,HP Chromebook 11,11.60,Black,,Celeron N,4.00,Chrome OS,Anti-glare Screen,Integrated,Intel HD Graphics 400,,4.00,69.82
Dell,Dell XPS,13.30,Silver/Carbon Fiber,128.00,Core i5,8.00,Windows 10,Full Hd Anti-glare,Integrated,,,3.60,1099.95
Lenovo,ThinkPad E14 Gen 4,14.00,,256.00,Ryzen 5,16.00,Windows 11,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,,,729.99
Apple,,13.30,,256.00,,16.00,Mac OS,,Dedicated,,,3.90,1499.00
Dell,Latitude 7640 Laptop,16.00,Black,512.00,Core i7,32.00,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1662.92
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Lenovo,Thinkpad,11.60,Black,128.00,Celeron,4.00,Windows 10 Pro,Anti Glare Coating,Integrated,,,3.70,286.00
Dell,Precision 3000,15.60,Titan Gray,256.00,Core i5,16.00,Windows 10 Pro,Anti-glare Screen,GT2 Graphics,,,,1526.31
Dell,XPS 9315 Laptop,13.40,Platinum Silver,512.00,Core i5,16.00,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,909.99
Microsoft,Surface Laptop,15.00,Matte Black,256.00,Ryzen 5 2600X,8.00,Windows 10 Home,,Integrated,AMD Radeon Vega 9,,4.20,799.00
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
ASUS,Rog Strix Scar G533Z,15.60,Off Black,1000.00,Intel Core i9,16.00,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,2249.99
Dell,Inspiron 7620 Laptop,16.00,Platinum Silver,1000.00,Core i7,40.00,Windows 11 Home,,Integrated,Intel Integrated Graphics,,5.00,1498.00
IVIEW,IVIEW-1430NB,14.10,Black,64.00,Celeron N3350,4.00,Windows 10,,Integrated,Embedded,,4.30,189.95
Lenovo,82LX0050US,15.60,,128.00,Intel Mobile CPU,4.00,Windows 11 S,"Bezels,Dolby,Stereo Speakers",Integrated,,3.30,,222.50
Apple,,,,512.00,,24.00,Mac OS,,Dedicated,,,,1899.00
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Dell,Inspiron 3511,15.60,,512.00,Core i5,16.00,Windows 10 Pro,,Integrated,Intel UHD Graphics,1.00,,681.61
Dell,Precision 5000,15.60,Aluminum Titan Gray,512.00,Core i7 Family,32.00,Windows 10 Pro,Anti-glare Screen,RTX A2000,,,4.00,1699.95
Dell,Latitude,14.00,,512.00,Core i7,16.00,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,2.80,,802.91
Apple,,16.20,,1000.00,Apple M2,32.00,Mac OS,Backlit Keyboard,Integrated,,3.50,,3043.95
Dell,Alienware X17 R2 Laptop,17.30,Lunar Light,2000.00,Core i9,64.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3080,,5.00,3208.03
Dell,G15,15.60,,256.00,Core i5,8.00,Windows 11 Home,,RTX 3050,,2.60,,760.99
ASUS,ASUS VivoBook,11.60,,32.00,Celeron N,2.00,Windows 10,,Integrated,,1.10,4.20,199.99
HP,,15.60,Black,1000.00,Ryzen 5,32.00,Windows 11,Backlit Keyboard,Integrated,AMD,,5.00,849.99
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
Lenovo,Lenovo IdeaPad,15.60,Black,1000.00,Pentium Other,20.00,Windows 11,Anti-glare,Integrated,,,4.20,419.00
acer,Swift Go 14,14.00,,512.00,Intel Core i5,8.00,Windows 11 Home,"Fingerprint Reader, Backlit Keyboard",Integrated,Intel Iris Xe Graphics,,4.30,799.99
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Dell,Dell Latitude,11.60,Black,,,16.00,Windows 10 Pro,,Integrated,Intel HD Graphics 520,,,1299.95
Dell,Latitude 5420,14.00,Silver,,Core i5,8.00,Windows 10 Pro,Anti Glare,Integrated,,,3.70,656.25
acer,Chromebook 311,11.60,Black,32.00,MediaTek MT8183,4.00,Chrome OS,,Integrated,Intel Integrated Graphics,,4.40,219.00
Gigabyte,U4 UD-50US823SO,14.00,Silver,512.00,Intel Mobile CPU,16.00,Windows 11 Home,Thin Bezel,Integrated,,,3.30,700.43
HP,Laptop,15.60,,2 TB,Core i3,32.00,Windows 10 Pro,,Integrated,Intel Iris Xe Graphics,1.00,,298.70
HP,,15.60,,500.00,Core i5 6200U,8.00,Windows 10 Pro,Anti-glare,Integrated,Intel HD Graphics 520,2.30,3.30,799.81
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
ASUS,Vivobook,11.60,,32.00,Celeron N,4.00,Windows 10 S,,Integrated,Intel UHD Graphics 605,1.10,4.00,169.00
Dell,Latitude,15.60,Silver,1000.00,Core i7 Family,32.00,Windows 11 Pro,Backlit Kb,Integrated,,,4.30,949.00
Dell,Latitude 7000,14.00,,256.00,Core i7,16.00,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,,1875.98
Lenovo,ThinkPad X1 Extreme Gen 5,16.00,,512.00,Core i7,16.00,Windows 11 Pro,Anti-glare Screen,GeForce RTX 3050 Ti,NVIDIA GeForce RTX 3050 Ti,,,2352.59
Dell,,13.30,,512.00,,8.00,Windows 11 Home,Backlit Keyboard,Integrated,,,1.00,749.00
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Dell,XPS 9520 Laptop,15.60,Platinum Silver,512.00,Core i7,16.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3050,,,1566.99
Dell,XPS 9320 Laptop,13.40,Black,2000.00,Core i7,32.00,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1820.99
Dell,Dell 5000,14.00,Platinum Silver,512.00,Core i7 Family,16.00,Windows 11 Pro,Fingerprint,Dedicated,,,,1077.24
Lenovo,ThinkPad P16s G1,16.00,Black,512.00,Core i7,16.00,Windows 11 Pro,Anti-glare Screen,QN20-M1-R,,,,1851.99
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
SAMSUNG,Chromebook 4,11.60,Silver,64.00,Celeron N3450,4.00,Chrome OS,,Integrated,Intel UHD Graphics 600,,4.90,249.49
Dell,XPS 9530 Laptop,15.60,Platinum Silver,2000.00,Core i7,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4050,,,2409.99
Lenovo,Chromebook Flex 3,11.60,Almond,64.00,Celeron N4020,4.00,Chrome OS,,Integrated,Intel UHD Graphics 600,,4.30,229.00
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Dell,Precision 5000,14.00,,512.00,Core i7,16.00,Windows 10 Pro,Anti-glare Screen,RTX A1000,NVIDIA RTX A1000,,,2472.99
Dell,Dell Precision 5560,15.00,Black,,Intel Core i7,32.00,No,,,,,,1999.95
LG,GRAM 16 2-in-1,16.00,Silver,4 TB,Core i7 Family,16.00,Windows 11 Pro,"HD Audio, Backlit Keyboard, Memory Card Slot, Numeric Keypad",Integrated,,,,1919.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Dell,Dell 5000,16.00,Platinum Silver,4 TB,Ryzen 7,64.00,Windows 11 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Integrated,,,,1317.06
acer,PH315-55,15.60,Abyss Black,2 TB,Core i7 Family,32.00,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3060,,,2129.99
Dell,Precision 3000,15.60,,512.00,Core i7,16.00,Windows 11 Pro,Anti-glare Screen,Dedicated,,5.00,,1514.09
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
LG,LG gram,15.60,Silver,256.00,Core i5 2.3  ,8.00,Windows 10 Home,,Integrated,Intel Iris Plus,,4.00,999.99
Dell,XPS,17.00,Platinum Silver,1000.00,Core I7 11800H,16.00,Windows 10,"Backlit Keyboard,Fingerprint Reader",Dedicated,,,3.80,2179.05
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Lenovo,ThinkPad P14s Gen 3,14.00,Black,512.00,Core i7,16.00,Windows 11 Pro,Anti-glare Screen,T550,,,,2426.99
Microsoft,Surface Laptop,13.50,Black,512.00,Core i5,16.00,Windows 11 Home,Dolby,Integrated,,,,1499.99
Dell,Latitude,15.60,,2 TB,Core i5,16.00,Windows 10 Pro,,Integrated,Intel Iris Xe Graphics,,5.00,1436.81
Dell,7000,13.30,Grey,,AMD Ryzen 7,12.00,Windows 10,Backlit Keyboard,Integrated,AMD Radeon RX Vega 10,,3.90,795.00
HP,HP 14 laptop,14.00,Silver,128.00,Core i3,4.00,Windows 10 Home,Anti-glare,Integrated,,,3.70,328.58
Dell,Latitude 5420,15.60,,256.00,Core i5,8.00,Windows 10 Pro,Anti Glare,Integrated,Integrated,,4.20,1443.60
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
acer,C771-C4TM,11.60,Black,32.00,Celeron,1.00,Chrome OS,Spill Resistant,Integrated,,,4.20,295.40
Dell,Dell Latitude,13.30,,256.00,Core i5,8.00,Windows 10 Pro,,Integrated,Intel Iris,,5.00,729.00
HP,PRO X2 612G1+KEYBOARD,12.50,Silver,256.00,Core i5,8.00,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,,Integrated,Integrated Graphics,,,209.98
Dell,Latitude 7420 Laptop,14.00,Black,512.00,Core i7,32.00,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,1652.99
Lenovo,ThinkPad T15p Gen 3,15.60,Black,256.00,Core i7,8.00,Windows 11,Anti-glare Screen,GeForce RTX 3050,,,,1920.57
